Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
36596440,07/02/2017 12:00:00 AM,04/26/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10035,2385 1ST AVENUE,1ST AVENUE,,,,,LATLONG,NEW YORK,,N/A,Pending,08/01/2017 08:11:12 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 08:14:32 PM,Unspecified MANHATTAN,,MANHATTAN,1002845,230830,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.800231437529405,-73.93283704157125,"(40.800231437529405, -73.93283704157125)"
36596380,07/02/2017 12:00:00 AM,07/15/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11215,488A 17 STREET,17 STREET,8 AVENUE,PROSPECT PARK WEST,,,ADDRESS,BROOKLYN,,N/A,Closed,08/01/2017 09:39:24 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/15/2017 12:00:00 AM,07 BROOKLYN,3008760141,BROOKLYN,989001,179231,PHONE,Unspecified,BROOKLYN,,,,,,,,40.658623120759295,-73.98287637402257,"(40.658623120759295, -73.98287637402257)"
36596350,07/02/2017 12:00:00 AM,06/30/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10301,1072 VICTORY BOULEVARD,VICTORY BOULEVARD,EAST CHESHIRE PLACE,MELROSE AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/01/2017 01:36:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 01:42:44 PM,01 STATEN ISLAND,5006030026,STATEN ISLAND,956269,164676,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61862984651166,-74.1007891401231,"(40.61862984651166, -74.1007891401231)"
36596285,07/02/2017 12:00:00 AM,07/06/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Basement,3+ Family Apartment Building,11225,410 EASTERN PARKWAY,EASTERN PARKWAY,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/01/2017 09:32:32 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/06/2017 12:00:00 AM,09 BROOKLYN,3012670010,BROOKLYN,996798,183410,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.670085931603296,-73.95476653454561,"(40.670085931603296, -73.95476653454561)"
36596283,07/02/2017 12:00:00 AM,05/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10469,3471 WILSON AVENUE,WILSON AVENUE,EAST 214 STREET,EAST 215 STREET,,,ADDRESS,BRONX,,N/A,Pending,08/01/2017 11:23:50 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,05/10/2017 12:00:00 AM,12 BRONX,2047090001,BRONX,1025397,258527,PHONE,Unspecified,BRONX,,,,,,,,40.87617530845396,-73.85121205744802,"(40.87617530845396, -73.85121205744802)"
36595950,07/02/2017 12:00:00 AM,06/01/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10030,125 W 137TH ST,W 137TH ST,,,,,LATLONG,NEW YORK,,N/A,Pending,08/01/2017 12:48:20 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 12:50:18 PM,Unspecified MANHATTAN,,MANHATTAN,1000544,236635,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.816169095636546,-73.9411338909469,"(40.816169095636546, -73.9411338909469)"
36595144,07/02/2017 12:00:00 AM,07/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10038,141-155 BEEKMAN ST,BEEKMAN ST,,,,,LATLONG,NEW YORK,,N/A,Closed,08/01/2017 01:56:43 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/14/2017 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,983528,196833,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.70693784592373,-74.00260412935422,"(40.70693784592373, -74.00260412935422)"
36593645,07/02/2017 12:00:00 AM,07/06/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11356,115-02 POPPENHUSEN AVENUE,POPPENHUSEN AVENUE,,,,,LATLONG,COLLEGE POINT,,N/A,Closed,08/01/2017 01:55:57 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/06/2017 12:00:00 AM,Unspecified QUEENS,,QUEENS,1025236,227527,MOBILE,Unspecified,QUEENS,,,,,,,,40.79109012042195,-73.851983647032,"(40.79109012042195, -73.851983647032)"
36591747,07/02/2017 12:00:00 AM,07/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Container - Over 5 Gallons,1-2 Family Dwelling,11354,30-01 149 STREET,149 STREET,BAYSIDE AVENUE,32 AVENUE,,,ADDRESS,Flushing,,N/A,Closed,08/01/2017 12:13:33 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/13/2017 12:00:00 AM,07 QUEENS,4048160016,QUEENS,1034859,220335,ONLINE,Unspecified,QUEENS,,,,,,,,40.77130015981303,-73.81728552637516,"(40.77130015981303, -73.81728552637516)"
36590027,07/02/2017 12:00:00 AM,07/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11435,138-42 90TH AVENUE,90TH AVENUE,,,,,LATLONG,JAMAICA,,N/A,Closed,08/01/2017 01:05:41 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/10/2017 12:00:00 AM,Unspecified QUEENS,,QUEENS,1036203,194768,MOBILE,Unspecified,QUEENS,,,,,,,,40.70111742738267,-73.81263071525024,"(40.70111742738267, -73.81263071525024)"
36589300,07/02/2017 12:00:00 AM,06/15/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Vacant Building,10302,56 JOHN STREET,JOHN STREET,,,,,LATLONG,STATEN ISLAND,,N/A,Pending,08/01/2017 12:59:34 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 01:02:12 AM,Unspecified STATEN ISLAND,,STATEN ISLAND,944572,171596,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.63757910233289,-74.14296301086496,"(40.63757910233289, -74.14296301086496)"
