Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39626196,07/02/2018 12:00:00 AM,07/05/2018 07:46:10 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10456,1050 GRANT AVE,GRANT AVE,,,,,LATLONG,BRONX,,N/A,Closed,08/01/2018 08:36:34 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/05/2018 07:46:10 PM,Unspecified BRONX,,BRONX,1007274,241658,MOBILE,Unspecified,BRONX,,,,,,,,40.82994082440946,-73.91680287693177,"(40.82994082440946, -73.91680287693177)"
39625783,07/02/2018 12:00:00 AM,07/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle in Ground,Abandoned Building,11423,,,,,SALERNO AVENUE,DUNTON AVENUE,INTERSECTION,Hollis,,N/A,Closed,08/01/2018 03:15:12 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/06/2018 12:00:00 AM,08 QUEENS,,QUEENS,1047936,201469,ONLINE,Unspecified,QUEENS,,,,,,,,40.7194333558282,-73.77025226330149,"(40.7194333558282, -73.77025226330149)"
39625644,07/02/2018 12:00:00 AM,07/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10474,BRONX RIVER,BRONX RIVER,2 STREET,BEND,,,ADDRESS,BRONX,,N/A,Closed,08/01/2018 12:34:03 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/05/2018 12:00:00 AM,Unspecified BRONX,,BRONX,1019151,236258,PHONE,Unspecified,BRONX,,,,,,,,40.81508042108834,-73.87391352529784,"(40.81508042108834, -73.87391352529784)"
39624335,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11435,144-10 LIBERTY AVENUE,LIBERTY AVENUE,PINEGROVE STREET,INWOOD STREET,,,ADDRESS,Jamaica,,N/A,Closed,08/01/2018 09:04:02 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/03/2018 12:00:00 AM,12 QUEENS,4100430005,QUEENS,1037301,191711,PHONE,Unspecified,QUEENS,,,,,,,,40.69272017893626,-73.80869485192201,"(40.69272017893626, -73.80869485192201)"
39623059,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11434,132-11 BENNETT CT,BENNETT CT,,,,,LATLONG,JAMAICA,,N/A,Closed,08/01/2018 09:26:01 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/03/2018 12:00:00 AM,Unspecified QUEENS,,QUEENS,1050310,186454,MOBILE,Unspecified,QUEENS,,,,,,,,40.678203427768885,-73.76183535285948,"(40.678203427768885, -73.76183535285948)"
39622569,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,289 BLEECKER STREET,BLEECKER STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/01/2018 02:58:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/03/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,1007330,194281,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69990313691085,-73.91676319598645,"(40.69990313691085, -73.91676319598645)"
39621247,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11435,104-15 148 STREET,148 STREET,LIBERTY AVENUE,105 AVENUE,,,ADDRESS,Jamaica,,N/A,Closed,08/01/2018 09:10:45 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/03/2018 12:00:00 AM,12 QUEENS,4100610105,QUEENS,1038772,193202,ONLINE,Unspecified,QUEENS,,,,,,,,40.69680367802872,-73.80337828516214,"(40.69680367802872, -73.80337828516214)"
39625005,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Other (Explain Below),10001,407 SEVENTH AVENUE,SEVENTH AVENUE,WEST 32 STREET,WEST 33 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,08/01/2018 11:01:31 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/03/2018 12:00:00 AM,05 MANHATTAN,,MANHATTAN,986647,212514,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7499780678549,-73.99134884907812,"(40.7499780678549, -73.99134884907812)"
39623376,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10009,277 AVENUE C,AVENUE C,EAST 16 STREET,FDR DRIVE EXIT 7 NORTHBOUND,,,ADDRESS,NEW YORK,,N/A,Assigned,08/01/2018 02:30:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/03/2018 10:24:14 AM,06 MANHATTAN,1009720001,MANHATTAN,991271,205239,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73000753861665,-73.97466769783162,"(40.73000753861665, -73.97466769783162)"
39622570,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10014,DOWNING STREET,DOWNING STREET,6 AVENUE,BEDFORD STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,08/01/2018 04:14:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/03/2018 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,983409,205067,PHONE,Unspecified,MANHATTAN,,,,,,,,40.729538187180864,-74.00303437057072,"(40.729538187180864, -74.00303437057072)"
39625638,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11237,207 IRVING AVE,IRVING AVE,,,,,LATLONG,BROOKLYN,,N/A,Assigned,08/01/2018 07:02:18 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 07:04:28 AM,Unspecified BROOKLYN,,BROOKLYN,1006946,194838,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70143296415,-73.91814619386052,"(40.70143296415, -73.91814619386052)"
39625634,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10309,108 HERRICK AVENUE,HERRICK AVENUE,OSTRICH COURT,GLADWIN STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 02:33:42 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:41:54 PM,03 STATEN ISLAND,5073560141,STATEN ISLAND,922847,132865,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.53114658672447,-74.22088775684685,"(40.53114658672447, -74.22088775684685)"
39625565,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11356,9-26 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,9 AVENUE,11 AVENUE,,,ADDRESS,College Point,,N/A,Assigned,08/01/2018 07:28:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 07:32:55 PM,07 QUEENS,4040300029,QUEENS,1027005,226842,ONLINE,Unspecified,QUEENS,,,,,,,,40.78920160101889,-73.84559947479217,"(40.78920160101889, -73.84559947479217)"
39625552,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11226,119 EAST   19 STREET,EAST   19 STREET,ALBEMARLE ROAD,BEVERLEY ROAD,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 06:45:37 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 06:56:32 PM,14 BROOKLYN,3051230068,BROOKLYN,994925,174798,PHONE,Unspecified,BROOKLYN,,,,,,,,40.646450342692106,-73.96153202215665,"(40.646450342692106, -73.96153202215665)"
39625551,07/02/2018 12:00:00 AM,05/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10469,2707 FENTON AVENUE,FENTON AVENUE,ALLERTON AVENUE,ARNOW AVENUE,,,ADDRESS,BRONX,,N/A,Pending,08/01/2018 02:40:41 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:48:20 PM,11 BRONX,2045320077,BRONX,1027298,254682,PHONE,Unspecified,BRONX,,,,,,,,40.865612909652704,-73.84436274049423,"(40.865612909652704, -73.84436274049423)"
39625538,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,11221,110 CORNELIA STREET,CORNELIA STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 03:20:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:33:53 PM,04 BROOKLYN,3033810034,BROOKLYN,1007619,190661,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68996632252311,-73.91573349228206,"(40.68996632252311, -73.91573349228206)"
39625537,07/02/2018 12:00:00 AM,05/22/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,10454,616 EAST  139 STREET,EAST  139 STREET,ST ANNS AVENUE,CYPRESS AVENUE,,,ADDRESS,BRONX,,N/A,Pending,08/01/2018 11:53:40 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:07:38 PM,01 BRONX,2025510030,BRONX,1007952,233076,PHONE,Unspecified,BRONX,,,,,,,,40.806383864783406,-73.91438323833017,"(40.806383864783406, -73.91438323833017)"
39625514,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Construction Site,11225,410 MIDWOOD STREET,MIDWOOD STREET,NEW YORK AVENUE,MIAMI COURT,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 09:29:06 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:37:24 AM,09 BROOKLYN,3048020008,BROOKLYN,998857,179851,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66031411044575,-73.9473518925301,"(40.66031411044575, -73.9473518925301)"
39625181,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool - Unmaintained,1-2 Family Mixed Use Building,10306,495 MEDINA STREET,MEDINA STREET,DEAD END,AVISTON STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,08/01/2018 01:08:32 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/03/2018 12:00:00 AM,03 STATEN ISLAND,5046730018,STATEN ISLAND,950667,142828,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55864204468547,-74.12085925617487,"(40.55864204468547, -74.12085925617487)"
39625038,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,10022,118 EAST   59 STREET,EAST   59 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,08/01/2018 11:57:53 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/03/2018 12:00:00 AM,05 MANHATTAN,1013130063,MANHATTAN,992862,217087,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76252591804319,-73.96891207794981,"(40.76252591804319, -73.96891207794981)"
39625036,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11435,85-17 143 STREET,143 STREET,85 ROAD,85 DRIVE,,,ADDRESS,Jamaica,,N/A,Closed,08/01/2018 03:07:52 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/03/2018 12:00:00 AM,08 QUEENS,4097230040,QUEENS,1035991,197800,PHONE,Unspecified,QUEENS,,,,,,,,40.70944077644112,-73.81337199700963,"(40.70944077644112, -73.81337199700963)"
39625020,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11217,173 4 AVENUE,4 AVENUE,DEGRAW STREET,SACKETT STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 12:01:34 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:09:43 PM,06 BROOKLYN,3009490011,BROOKLYN,989175,186501,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67857755378338,-73.9822439293013,"(40.67857755378338, -73.9822439293013)"
39625017,07/02/2018 12:00:00 AM,06/28/2018 03:56:29 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11209,8300 4 AVENUE,4 AVENUE,83 STREET,84 STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,08/01/2018 03:40:55 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:43:15 PM,10 BROOKLYN,3060170038,BROOKLYN,976619,166953,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62492063387888,-74.02748987754114,"(40.62492063387888, -74.02748987754114)"
39625016,07/02/2018 12:00:00 AM,05/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11205,1052 BEDFORD AVENUE,BEDFORD AVENUE,LAFAYETTE AVENUE,CLIFTON PLACE,,,ADDRESS,BROOKLYN,,N/A,Pending,08/01/2018 04:31:38 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 04:35:22 PM,03 BROOKLYN,3019500037,BROOKLYN,996718,190298,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68899204095144,-73.95504217763293,"(40.68899204095144, -73.95504217763293)"
39624926,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10305,320 HYLAN BOULEVARD,HYLAN BOULEVARD,FOX HILL TERRACE,REYNOLDS STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 05:54:55 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 06:03:29 PM,01 STATEN ISLAND,5029820026,STATEN ISLAND,964091,161811,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61078726655523,-74.07260531669166,"(40.61078726655523, -74.07260531669166)"
39624918,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11201,,,,,DEAN STREET,SMITH STREET,INTERSECTION,BROOKLYN,,N/A,Assigned,08/01/2018 11:18:52 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,02 BROOKLYN,,BROOKLYN,987014,189702,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68736450807974,-73.99003365553251,"(40.68736450807974, -73.99003365553251)"
39624911,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11203,826 NEW YORK AVENUE,NEW YORK AVENUE,LENOX ROAD,LINDEN BOULEVARD,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 09:49:53 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:53:07 AM,17 BROOKLYN,3048530060,BROOKLYN,998966,177393,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65356726019424,-73.94696438710048,"(40.65356726019424, -73.94696438710048)"
39624910,07/02/2018 12:00:00 AM,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10028,441 EAST   83 STREET,EAST   83 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,08/01/2018 06:37:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 06:39:24 PM,08 MANHATTAN,1015630016,MANHATTAN,998150,221460,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.774521932664086,-73.9498142157753,"(40.774521932664086, -73.9498142157753)"
39624905,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10453,1997 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,LATLONG,BRONX,,N/A,Assigned,08/01/2018 08:18:46 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 08:21:27 AM,Unspecified BRONX,,BRONX,1009247,249966,MOBILE,Unspecified,BRONX,,,,,,,,40.852738484421245,-73.90964248803516,"(40.852738484421245, -73.90964248803516)"
39624379,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10305,24 ARTHUR AVENUE,ARTHUR AVENUE,MC CLEAN AVENUE,CEDAR AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 12:28:36 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:44:11 PM,02 STATEN ISLAND,5031080042,STATEN ISLAND,965018,156570,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.59640385360434,-74.06925168155367,"(40.59640385360434, -74.06925168155367)"
39624378,07/02/2018 12:00:00 AM,04/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10463,3065 HEATH AVENUE,HEATH AVENUE,ALBANY CRESCENT,SUMMIT PLACE,,,ADDRESS,BRONX,,N/A,Pending,08/01/2018 09:30:29 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:33:09 AM,08 BRONX,2032610067,BRONX,1011387,258969,ONLINE,Unspecified,BRONX,,,,,,,,40.87744265618904,-73.90187050665845,"(40.87744265618904, -73.90187050665845)"
39624334,07/02/2018 12:00:00 AM,06/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11201,120 PIERREPONT STREET,PIERREPONT STREET,MONROE PLACE,CLINTON STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,08/01/2018 11:59:31 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:05:28 PM,02 BROOKLYN,3002430043,BROOKLYN,986285,192518,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69509397626858,-73.99266141018887,"(40.69509397626858, -73.99266141018887)"
39624301,07/02/2018 12:00:00 AM,06/19/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,10012,229 SULLIVAN STREET,SULLIVAN STREET,BLEECKER STREET,WEST 3 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,08/01/2018 02:41:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:53:32 PM,02 MANHATTAN,1005390011,MANHATTAN,984321,205088,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72959586674298,-73.99974382818436,"(40.72959586674298, -73.99974382818436)"
39623748,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,528 WEST  123 STREET,WEST  123 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Assigned,08/01/2018 04:38:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 04:41:30 PM,09 MANHATTAN,1019770046,MANHATTAN,995559,235046,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.811815523004285,-73.95914611178719,"(40.811815523004285, -73.95914611178719)"
39623747,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,508 W 212TH ST,W 212TH ST,,,,,LATLONG,NEW YORK,,N/A,Assigned,08/01/2018 07:15:35 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 07:17:46 PM,Unspecified MANHATTAN,,MANHATTAN,1006891,255579,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.868150829602456,-73.91813983604214,"(40.868150829602456, -73.91813983604214)"
39623742,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool - Unmaintained,1-2 Family Dwelling,11208,849 BELMONT AVENUE,BELMONT AVENUE,ATKINS AVENUE,MONTAUK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/01/2018 09:46:36 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/03/2018 12:00:00 AM,05 BROOKLYN,3040230038,BROOKLYN,1018090,184572,PHONE,Unspecified,BROOKLYN,,,,,,,,40.673219576231084,-73.87800662913914,"(40.673219576231084, -73.87800662913914)"
39623692,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,969 GATES AVENUE,GATES AVENUE,PATCHEN AVENUE,RALPH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 07:27:57 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 07:35:59 PM,03 BROOKLYN,3016330060,BROOKLYN,1004633,190304,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68899382052253,-73.92650181383895,"(40.68899382052253, -73.92650181383895)"
39623680,07/02/2018 12:00:00 AM,04/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10075,1481 YORK AVENUE,YORK AVENUE,EAST 78 STREET,EAST 79 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,08/01/2018 04:09:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 04:12:35 PM,08 MANHATTAN,1014730024,MANHATTAN,997902,220187,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77102826761633,-73.95071220271493,"(40.77102826761633, -73.95071220271493)"
39623679,07/02/2018 12:00:00 AM,06/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,10003,31 3RD AVE,3RD AVE,,,,,LATLONG,NEW YORK,,N/A,Pending,08/01/2018 03:39:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:43:15 PM,Unspecified MANHATTAN,,MANHATTAN,987305,205342,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.730292507328365,-73.98897728055788,"(40.730292507328365, -73.98897728055788)"
39623664,07/02/2018 12:00:00 AM,04/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,10021,1411 2ND AVE,2ND AVE,,,,,LATLONG,NEW YORK,,N/A,Pending,08/01/2018 02:27:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:33:29 PM,Unspecified MANHATTAN,,MANHATTAN,995891,219804,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76997990951214,-73.95797317551065,"(40.76997990951214, -73.95797317551065)"
